timestamp,symbol,week_key,action,state,price,center_price,layer_id,detail,kind,body_strike,lower_strike,upper_strike,width,dte,entry_cost,entry_debit,entry_friction_cost,gross_deployment,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost
2025-04-02T15:30:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5658.5,0.0,1,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-02T15:30:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5658.5,0.0,2,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-02T15:30:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5658.5,0.0,3,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-22T17:30:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5245.04,0.0,4,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-22T17:30:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5245.04,0.0,5,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-22T17:30:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5245.04,0.0,6,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-29T19:30:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5564.25,0.0,7,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-29T19:30:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5564.25,0.0,8,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-04-29T19:30:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5564.25,0.0,9,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-06T18:00:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5609.97,0.0,10,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-06T18:00:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5609.97,0.0,11,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-06T18:00:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5609.97,0.0,12,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-12T16:30:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5812.88,0.0,13,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-12T16:30:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5812.88,0.0,14,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-12T16:30:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5812.88,0.0,15,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-23T13:30:00+00:00,SPX,2025-05-19,ABORT,ABORTED,5784.71,0.0,16,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-23T13:30:00+00:00,SPX,2025-05-19,ABORT,ABORTED,5784.71,0.0,17,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-23T13:30:00+00:00,SPX,2025-05-19,ABORT,ABORTED,5784.71,0.0,18,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-30T19:00:00+00:00,SPX,2025-05-26,EXIT_WEEK,EXITED,5905.22,0.0,19,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-30T19:00:00+00:00,SPX,2025-05-26,EXIT_WEEK,EXITED,5905.22,0.0,20,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-05-30T19:00:00+00:00,SPX,2025-05-26,EXIT_WEEK,EXITED,5905.22,0.0,21,Forced weekly exit window reached.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-06T19:00:00+00:00,SPX,2025-06-02,EXIT_WEEK,EXITED,6007.71,0.0,22,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-06T19:00:00+00:00,SPX,2025-06-02,EXIT_WEEK,EXITED,6007.71,0.0,23,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-06T19:00:00+00:00,SPX,2025-06-02,EXIT_WEEK,EXITED,6007.71,0.0,24,Forced weekly exit window reached.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-13T19:00:00+00:00,SPX,2025-06-09,EXIT_WEEK,EXITED,5976.27,0.0,25,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-13T19:00:00+00:00,SPX,2025-06-09,EXIT_WEEK,EXITED,5976.27,0.0,26,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-13T19:00:00+00:00,SPX,2025-06-09,EXIT_WEEK,EXITED,5976.27,0.0,27,Forced weekly exit window reached.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-20T19:00:00+00:00,SPX,2025-06-16,EXIT_WEEK,EXITED,5960.89,0.0,28,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-20T19:00:00+00:00,SPX,2025-06-16,EXIT_WEEK,EXITED,5960.89,0.0,29,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-20T19:00:00+00:00,SPX,2025-06-16,EXIT_WEEK,EXITED,5960.89,0.0,30,Forced weekly exit window reached.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-26T17:00:00+00:00,SPX,2025-06-23,ABORT,ABORTED,6133.49,0.0,31,Aborted on trend-dominant week.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-26T17:00:00+00:00,SPX,2025-06-23,ABORT,ABORTED,6133.49,0.0,32,Aborted on trend-dominant week.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-06-26T17:00:00+00:00,SPX,2025-06-23,ABORT,ABORTED,6133.49,0.0,33,Aborted on trend-dominant week.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-07T13:30:00+00:00,SPX,2025-06-30,EXIT_WEEK,EXITED,6254.14,0.0,34,Week rollover exit.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-07T13:30:00+00:00,SPX,2025-06-30,EXIT_WEEK,EXITED,6254.14,0.0,35,Week rollover exit.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-07T13:30:00+00:00,SPX,2025-06-30,EXIT_WEEK,EXITED,6254.14,0.0,36,Week rollover exit.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-11T19:00:00+00:00,SPX,2025-07-07,EXIT_WEEK,EXITED,6259.58,0.0,37,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-11T19:00:00+00:00,SPX,2025-07-07,EXIT_WEEK,EXITED,6259.58,0.0,38,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-11T19:00:00+00:00,SPX,2025-07-07,EXIT_WEEK,EXITED,6259.58,0.0,39,Forced weekly exit window reached.,INITIAL,125.0,25.0,225.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-18T19:00:00+00:00,SPX,2025-07-14,EXIT_WEEK,EXITED,6291.6,0.0,40,Forced weekly exit window reached.,INITIAL,-125.0,-225.0,-25.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
2025-07-18T19:00:00+00:00,SPX,2025-07-14,EXIT_WEEK,EXITED,6291.6,0.0,41,Forced weekly exit window reached.,INITIAL,0.0,-100.0,100.0,100.0,,,,,,0.0,0.0,-22.056,-22.0,0.056
