timestamp,symbol,open,high,low,close,volume
2026-03-20T13:30:00+00:00,SPY,656.51,656.55,655.73,655.77,735795.0
2026-03-20T13:31:00+00:00,SPY,655.8,656.3,655.34,655.67,393273.0
2026-03-20T13:32:00+00:00,SPY,655.66,656.03,655.46,655.65,360579.0
2026-03-20T13:33:00+00:00,SPY,655.68,655.79,654.98,655.08,412881.0
2026-03-20T13:34:00+00:00,SPY,655.08,655.4,654.86,655.06,275812.0
2026-03-20T13:35:00+00:00,SPY,655.06,655.11,654.68,654.91,345401.0
2026-03-20T13:36:00+00:00,SPY,654.93,655.34,654.86,655.23,191281.0
2026-03-20T13:37:00+00:00,SPY,655.22,655.5,654.92,655.0,345418.0
2026-03-20T13:38:00+00:00,SPY,654.99,655.15,654.67,654.9,367628.0
2026-03-20T13:39:00+00:00,SPY,654.89,655.08,654.65,654.84,262479.0
2026-03-20T13:40:00+00:00,SPY,654.84,655.36,654.71,655.05,340703.0
2026-03-20T13:41:00+00:00,SPY,655.07,655.67,654.85,655.54,318415.0
2026-03-20T13:42:00+00:00,SPY,655.54,655.78,655.16,655.22,271126.0
2026-03-20T13:43:00+00:00,SPY,655.23,656.03,655.23,656.01,289786.0
2026-03-20T13:44:00+00:00,SPY,656.0,656.32,655.64,656.26,228372.0
2026-03-20T13:45:00+00:00,SPY,656.25,656.69,656.12,656.36,315513.0
2026-03-20T13:46:00+00:00,SPY,656.39,656.58,655.33,655.46,298910.0
2026-03-20T13:47:00+00:00,SPY,655.47,656.0,655.47,655.93,191822.0
2026-03-20T13:48:00+00:00,SPY,655.94,656.14,655.71,656.01,176852.0
2026-03-20T13:49:00+00:00,SPY,656.0,656.08,655.44,655.56,208043.0
2026-03-20T13:50:00+00:00,SPY,655.53,655.58,654.32,654.36,374069.0
2026-03-20T13:51:00+00:00,SPY,654.35,654.5,654.02,654.27,281639.0
2026-03-20T13:52:00+00:00,SPY,654.27,654.56,654.16,654.21,283166.0
2026-03-20T13:53:00+00:00,SPY,654.22,654.42,653.94,654.25,424998.0
2026-03-20T13:54:00+00:00,SPY,654.25,654.68,654.19,654.51,289076.0
2026-03-20T13:55:00+00:00,SPY,654.51,654.69,653.9,654.21,309614.0
2026-03-20T13:56:00+00:00,SPY,654.22,654.27,653.8,653.87,222012.0
2026-03-20T13:57:00+00:00,SPY,653.87,653.93,653.62,653.66,264611.0
2026-03-20T13:58:00+00:00,SPY,653.67,653.76,653.08,653.12,485456.0
2026-03-20T13:59:00+00:00,SPY,653.11,653.34,653.0,653.15,359148.0
2026-03-20T14:00:00+00:00,SPY,653.17,653.37,652.86,652.97,630343.0
2026-03-20T14:01:00+00:00,SPY,652.98,653.18,652.48,652.67,378939.0
2026-03-20T14:02:00+00:00,SPY,652.66,653.08,652.59,653.03,400304.0
2026-03-20T14:03:00+00:00,SPY,653.05,653.63,652.62,652.8,309191.0
2026-03-20T14:04:00+00:00,SPY,652.81,653.39,652.72,653.09,220537.0
2026-03-20T14:05:00+00:00,SPY,653.08,653.61,653.08,653.49,233975.0
2026-03-20T14:06:00+00:00,SPY,653.51,653.59,653.23,653.48,137761.0
2026-03-20T14:07:00+00:00,SPY,653.48,653.82,653.14,653.32,265931.0
2026-03-20T14:08:00+00:00,SPY,653.31,653.47,652.59,652.68,207666.0
2026-03-20T14:09:00+00:00,SPY,652.67,653.01,652.56,652.91,158920.0
2026-03-20T14:10:00+00:00,SPY,652.92,653.33,652.78,652.84,210928.0
2026-03-20T14:11:00+00:00,SPY,652.84,653.12,652.14,652.33,235727.0
2026-03-20T14:12:00+00:00,SPY,652.35,652.56,651.95,652.03,421985.0
2026-03-20T14:13:00+00:00,SPY,652.04,652.19,651.7,651.82,231644.0
2026-03-20T14:14:00+00:00,SPY,651.83,651.84,651.48,651.77,268642.0
2026-03-20T14:15:00+00:00,SPY,651.75,652.14,651.64,652.07,370389.0
2026-03-20T14:16:00+00:00,SPY,652.07,652.51,651.87,652.31,203831.0
2026-03-20T14:17:00+00:00,SPY,652.32,652.55,652.26,652.38,136599.0
2026-03-20T14:18:00+00:00,SPY,652.37,652.44,651.98,651.99,151761.0
2026-03-20T14:19:00+00:00,SPY,652.0,652.24,651.96,652.18,102892.0
2026-03-20T14:20:00+00:00,SPY,652.16,652.22,651.76,652.2,179716.0
2026-03-20T14:21:00+00:00,SPY,652.18,652.45,651.66,651.7,236252.0
2026-03-20T14:22:00+00:00,SPY,651.71,651.93,651.6,651.68,189597.0
2026-03-20T14:23:00+00:00,SPY,651.68,652.08,651.61,652.0,147042.0
2026-03-20T14:24:00+00:00,SPY,652.01,652.23,651.86,652.07,170560.0
2026-03-20T14:25:00+00:00,SPY,652.06,652.11,651.76,651.92,201871.0
2026-03-20T14:26:00+00:00,SPY,651.93,652.19,651.81,652.12,111129.0
2026-03-20T14:27:00+00:00,SPY,652.11,652.32,651.63,651.72,240883.0
2026-03-20T14:28:00+00:00,SPY,651.71,651.96,651.64,651.71,169773.0
2026-03-20T14:29:00+00:00,SPY,651.74,652.09,651.69,651.86,161352.0
2026-03-20T14:30:00+00:00,SPY,651.86,652.55,651.85,652.47,194910.0
2026-03-20T14:31:00+00:00,SPY,652.47,652.63,652.29,652.44,161151.0
2026-03-20T14:32:00+00:00,SPY,652.44,652.95,652.26,652.69,262927.0
2026-03-20T14:33:00+00:00,SPY,652.69,653.01,652.59,652.91,155155.0
2026-03-20T14:34:00+00:00,SPY,652.91,653.23,652.8,653.18,167559.0
2026-03-20T14:35:00+00:00,SPY,653.18,653.43,653.1,653.27,246431.0
2026-03-20T14:36:00+00:00,SPY,653.26,653.5,652.89,652.96,326721.0
2026-03-20T14:37:00+00:00,SPY,652.97,652.98,652.33,652.46,223886.0
2026-03-20T14:38:00+00:00,SPY,652.46,652.51,651.98,652.4,216452.0
2026-03-20T14:39:00+00:00,SPY,652.4,652.8,652.33,652.5,173416.0
2026-03-20T14:40:00+00:00,SPY,652.5,652.86,652.24,652.64,183428.0
